44	14	bc 00 75 fc 02 2c 01 d9	82 00 48
45	14	57 fc 00 6a 01 44 03 11	82 00 48
46	14	00 d3 00 83 00 68 fc 02	02 89 fc
47	14	fc 01 2e 00 fe fc fe 06	00 00 27
48	14	88 fc 00 90 00 79 00 7d	73 00 48
49	14	59 fc 02 10 01 3b 00 9d	82 00 27
50	14	02 c5 01 9a 01 1e 00 81	27 00 27
51	14	0d fc 00 fc 01 44 02 48	73 00 27
52	14	01 a2 01 e3 00 7d 02 30	73 00 48
53	14	c7 fc 00 79 00 80 00 9d	82 00 27
54	14	fc 01 f0 02 5d fc fe 06	00 00 48
55	14	60 01 c2 00 73 00 48 fc	c7 02 c7
56	14	13 00 4f fc 01 b2 01 3b	73 00 48
57	14	79 fc 01 60 01 c2 00 73	27 00 25
58	14	fc fc fc fc fc fc 00 47	77 00 47
59	14	fc fc fc 00 47 01 bd 00	8d 00 47
60	14	02 57 00 68 02 2b 00 81	27 00 27
61	14	02 09 01 d9 00 7d 01 c2	27 00 27
62	14	18 01 6a 00 7d 02 18 00	48 02 27
63	14	4f 02 27 00 90 02 b1 fc	79 00 4f
64	14	00 7e fc 01 cf fc 02 2c	73 00 48
65	14	b5 02 a7 00 4a 02 bb 02	1f 00 7a
66	14	02 c0 01 b5 02 a7 00 4a	2b 00 bb
67	14	01 4f fc 01 79 fc 00 9d	82 00 27
68	14	02 16 02 5d 00 4a 00 79	bd 01 cf
69	14	01 df fc 00 e7 01 4a 00	ac 00 48
70	14	4f fc 01 16 00 8b 00 9d	82 00 48
71	14	fc fc fc fc fc 02 09 00	7f 01 4f
72	14	6d 02 d2 02 53 fc 01 60	73 00 27
73	14	00 6d fc 01 cf 02 0d 02	d6 00 27
74	14	fc fc fc fc fc fc fc fc	cc 00 27
75	14	3b 02 3c fc 01 8f 01 5d	82 00 48
76	14	b5 02 a7 00 4a 02 bb 02	1f 00 7a
77	14	7d 00 64 fd 02 99 00 75	27 00 27
78	14	fe fc 00 79 03 27 02 2b	82 00 27
79	14	fc 02 48 01 13 01 50 fc	79 00 48
80	12	48 01 13 01 50 fc 00 7d	79 00 48
81	14	fc fc fc fc fc fc fc fc	9f 00 c2
82	14	fc fc fc fc fc fc 00 70	18 01 6a
83	14	74 fc 01 68 00 75 02 ae	82 00 48
84	14	b4 00 8c fc 02 2c 01 d9	82 00 48
85	14	79 00 79 fc 00 72 01 d9	82 00 48
86	14	fc fc fc fc fc fc 02 03	03 00 c4
87	12	fc fc fc fc 02 03 00 c4	03 00 c4
88	10	fc fc 02 03 00 c4 02 03	03 00 c4
89	14	c7 00 74 fc 00 fa 01 55	73 00 27
90	14	94 00 98 fc 01 99 02 08	27 00 27
91	14	02 16 02 5d 00 4a 00 26	26 00 26
92	14	75 00 82 00 48 fd 00 92	92 00 4f
93	14	02 5e fc 00 fa 01 55 00	83 00 71
94	14	88 fc 02 39 02 aa 00 7d	73 00 27
95	14	fc fc fc fc fc fc 00 8b	47 00 26
96	14	71 fc 00 f5 01 44 02 0e	73 00 48
97	14	fc 01 cf fc 02 00 01 d9	82 00 48
98	14	fc 01 13 02 1b 00 75 fc	73 00 48
99	14	00 e3 fc 01 cf fc 02 2c	73 00 48
100	14	fd 00 e7 01 4a 00 f8 00	ac 00 48
101	14	3e 02 17 02 d2 fc 00 a9	71 00 82
102	14	97 fc 01 18 01 52 02 2b	82 00 48
103	14	75 fc 02 c3 01 f4 00 7d	73 00 48
104	14	7c 01 59 02 6d fc 01 f0	4f 00 27
105	14	59 00 86 fc 01 1b 01 09	82 00 48
106	14	7d 00 71 00 86 fc 01 1e	82 00 48
107	14	f9 01 33 00 64 fc 01 1c	73 00 26
108	14	4f fc 02 39 02 aa 02 b1	73 00 27
109	14	98 fc 00 80 00 94 00 e5	82 00 48
110	14	64 fc 02 7d 01 a5 02 ae	82 00 48
111	14	64 fc 01 16 00 8b 00 9d	82 00 48
112	14	c7 fd 02 39 02 aa 00 7d	73 00 27
113	14	01 38 00 68 00 25 02 2b	82 00 48
114	14	3d 00 6d 02 26 fc 02 8f	01 00 27
115	14	00 d9 01 13 fc 01 79 fc	47 00 48
116	14	98 fc 00 80 00 94 00 e5	82 00 48
117	14	fc 01 cf fc 02 2c 01 d9	82 00 48
118	14	fc 00 68 01 a1 fc 02 45	73 00 48
119	14	98 fc 00 80 00 94 00 e5	82 00 48
120	14	fc 01 cf fc 02 2c 01 d9	82 00 48
121	14	fc 00 83 01 4f fc 00 7d	73 00 48
122	12	83 01 4f fc 00 7d 01 c2	73 00 48
123	14	26 fc 02 8f 00 92 01 01	81 00 82
124	14	64 fd 00 83 02 b1 02 48	73 00 48
125	12	00 83 02 b1 02 48 01 c2	73 00 48
126	14	fc 01 cf fc 02 2c 01 d9	82 00 48
127	14	fc 01 cf fc 02 2c 01 d9	82 00 48
128	14	64 fc 01 07 01 4a 01 99	73 00 48
129	14	8f 01 59 00 66 fc 01 65	82 00 48
130	14	fc 01 cf fc 02 2c 01 d9	82 00 48
131	14	64 fc 00 83 02 67 00 7d	73 00 48
132	14	dc 00 6d fc 01 80 00 74	73 00 27
133	14	5b 01 25 fc 02 d5 00 e7	27 00 27
134	14	7a 00 88 02 19 fc 00 f6	47 00 27
135	14	28 01 f9 00 e2 fc 00 a9	73 00 4f
136	14	b8 fc 00 6d 00 80 01 c7	73 00 26
137	14	01 26 00 a5 01 59 02 30	73 00 48
138	14	68 02 22 fd 00 8b 00 81	47 00 26
139	14	3e 01 df 02 b1 01 f3 fc	73 00 48
140	14	b1 fc 00 f8 00 ae 01 d9	82 00 48
141	14	b1 fc 00 f8 00 ae 01 d9	82 00 48
142	14	b1 fc 00 f8 00 ae 01 d9	82 00 48
143	14	b1 fc 00 f8 00 ae 01 d9	82 00 48
144	14	a7 02 b1 fc 00 f8 00 74	73 00 48
145	14	7a 00 25 01 13 fc 02 33	73 00 48
146	14	fe 06 02 00 01 ad 00 67	85 00 68
147	14	ae 01 d8 00 82 00 48 fd	73 00 27
148	14	fd 02 2e 00 29 fc 01 10	9e 00 27
149	14	fc 00 7d 00 79 fc 00 72	f9 00 27
150	14	67 01 46 fc 01 2f 00 80	3b 00 48
151	14	81 00 79 00 6d fc 01 63	82 00 48
152	14	fc 00 87 fc 01 e6 01 44	4a 01 9e
153	14	13 01 67 00 7a 00 79 fc	3b 00 27
154	14	fd 02 2e 00 29 fc 01 10	3b 00 27
155	14	98 fd 02 ac 00 73 02 b2	84 00 4f
156	14	00 79 00 29 fc 01 34 fc	2e 00 27
157	14	00 29 fc 00 68 01 fa 02	22 00 27
158	14	00 86 fc 01 19 00 29 fc	46 00 4f
159	14	01 a0 02 88 00 7d 00 ae	82 00 48
160	14	a5 fc 00 8b 00 81 02 02	82 00 27
161	14	bd 02 8d 00 7d 00 86 fc	82 00 27
162	14	fc 00 66 01 55 00 86 fc	82 00 48
163	14	e5 00 28 fc 02 33 02 21	73 00 27
164	14	fd 00 67 01 46 fc 01 ea	28 00 27
165	14	74 fd 01 8a 00 8b 01 99	98 00 27
166	14	fc 00 ce 02 3c 00 27 fd	e5 00 27
167	12	ce 02 3c 00 27 fd 02 a8	e5 00 27
168	14	fe 06 02 00 01 ad 00 67	85 00 68
169	14	66 00 8e 00 73 00 27 fc	66 00 27
170	14	57 fc 00 af 03 06 01 99	73 00 48
171	14	fc 00 a1 00 75 fc 00 f5	73 00 27
172	14	fe 06 02 00 01 ad 00 67	85 00 68
173	14	63 00 75 02 47 00 4f fd	cf 00 4f
174	14	01 ca 00 8b 00 e2 01 09	82 00 48
175	14	00 66 fc 02 2c 00 fe fc	79 00 4f
176	14	fd 00 be 00 75 fc 02 61	1d 00 28
177	14	64 00 73 00 48 fd fc fc	da 00 27
178	14	02 c8 02 c8 00 7d 01 09	82 00 48
179	14	e5 01 f9 01 8f 01 5b fc	f3 00 48
180	12	f9 01 8f 01 5b fc 00 a5	f3 00 48
181	14	00 7f fc 01 cf fc 02 2c	69 00 26
182	14	48 fd 02 84 02 84 02 84	27 00 27
183	12	02 84 02 84 02 84 00 27	27 00 27
184	10	02 84 02 84 00 27 00 27	27 00 27
185	14	9a 01 0a 00 27 fc 01 10	3e 00 27
186	14	fc 01 e4 00 48 fc 00 71	04 00 27
187	12	e4 00 48 fc 00 71 01 7a	04 00 27
188	14	00 e3 01 4a 01 8f 01 5b	f3 00 27
189	12	01 4a 01 8f 01 5b 00 a5	f3 00 27
190	2	00 27	00 27
191	14	75 00 a7 fc 00 e7 00 ce	27 00 27
192	14	fd fc fc fc 02 18 00 a3	27 00 27
193	14	f8 00 68 fc fe 06 02 00	de 01 f9
194	14	48 00 68 fc fe 06 02 00	de 01 f9
195	14	48 fd 02 18 00 a3 00 a3	27 00 27
196	14	28 fd 02 18 00 a3 00 a3	27 00 27
197	14	fe 06 02 00 01 ad 00 67	85 00 68
198	14	57 fd 00 6b 01 59 00 ae	82 00 27
199	14	01 cf 01 59 02 b1 01 f3	82 00 27
200	14	63 01 4f fd 02 c0 02 e7	82 00 27
201	14	c0 00 98 fc 00 e6 01 d9	82 00 27
202	14	60 02 23 00 75 fc 00 f8	73 00 48
203	12	23 00 75 fc 00 f8 02 08	73 00 48
204	10	75 fc 00 f8 02 08 00 73	73 00 48
205	14	fd fc fc fc 00 92 02 af	27 00 27
206	14	fc 00 85 00 66 fc 01 99	27 00 27
207	14	82 00 27 fc 00 92 02 af	27 00 27
208	14	60 00 27 fc 00 92 02 af	27 00 27
209	14	a5 00 82 00 27 fc 00 9a	27 00 27
210	14	fd fd fc fc 00 92 02 af	af 00 27
211	14	3b 00 27 fd fc fc 00 92	af 00 27
212	14	01 57 fc 00 fd 02 e2 fc	3b 00 27
213	14	2e 00 29 fc 01 10 01 94	27 00 27
214	14	fb 02 3a 01 25 fc 01 10	3b 00 27
215	14	00 75 00 c7 fc 01 cf fc	f9 00 27
216	14	84 02 26 fc 01 8b 01 db	82 00 27
217	14	79 00 48 fd 00 85 00 66	3b 00 4f
218	14	48 fd 02 11 00 7d 00 7d	7d 00 27
219	14	d7 00 4f fc 01 d7 02 aa	82 00 4f
220	14	33 00 64 fc 00 b7 00 b0	41 00 26
221	14	a5 01 f3 00 4f fd 00 92	92 00 4f
222	14	ae 00 82 00 27 fd 00 92	92 00 4f
223	12	82 00 27 fd 00 92 00 92	92 00 4f
224	14	99 02 2e 00 48 fd 00 92	92 00 4f
225	14	99 02 2e 00 48 fd 00 92	92 00 4f
226	14	99 02 2e 00 48 fd 00 92	92 00 4f
227	12	2e 00 48 fd 00 92 00 92	92 00 4f
228	14	00 48 fd 02 2e 00 29 fc	82 00 27
229	14	48 00 79 00 48 fd 01 10	3b 00 27
230	14	00 27 fd 02 2e 00 29 fc	82 00 27
231	14	2e 00 29 fc 01 10 01 94	27 00 27
232	14	0d fc 02 d5 01 e4 01 f3	f9 00 4f
233	14	01 f9 00 4f fd 02 31 fc	3b 00 27
234	14	3d 00 75 02 08 00 48 fd	f2 00 4f
235	14	ba 02 22 fc 01 7d 02 0c	98 00 4f
236	14	33 00 64 fc 00 b7 00 b0	41 00 26
237	14	03 01 86 00 8c fc 02 00	73 00 48
238	14	b1 00 7d 00 79 fd 01 60	73 00 27
239	14	7a 02 53 fc 00 72 02 21	47 00 26
240	14	f9 02 2c 00 74 fc 00 a5	73 00 48
241	14	75 fc 02 a1 01 ea 02 b1	73 00 48
242	14	ea 02 b1 02 54 fc 00 a5	73 00 48
243	14	7d 00 79 fc 00 72 00 74	73 00 26
244	14	dc 00 74 fc 00 68 00 82	73 00 27
245	14	01 f9 01 26 01 f9 00 98	73 00 27
246	14	34 00 9c 00 75 fc 02 00	73 00 48
247	14	4f fc 00 e4 00 8b 02 48	73 00 48
248	14	64 fc 02 b1 02 48 00 a5	73 00 48
249	14	85 fc 02 0d 02 1c 00 75	73 00 27
250	14	02 45 02 21 00 71 00 ae	73 00 48
251	14	48 fd 02 40 00 b3 02 b1	27 00 27
252	14	7f 00 79 00 98 fc 02 00	73 00 48
253	14	98 fd 00 80 00 94 00 e5	82 00 48
254	14	98 fd 00 80 00 94 00 e5	82 00 48
255	14	00 80 00 94 00 e2 01 09	82 00 48
256	14	98 fd 00 80 00 94 00 e5	82 00 48
257	14	00 66 fc fd 02 2c 02 02	73 00 48
258	14	f8 00 66 fc 02 2c 02 02	73 00 48
259	14	a0 00 66 fc 02 2c 02 02	73 00 48
260	14	a0 00 66 fc 02 2c 02 02	73 00 48
261	14	6b 00 8c fc 00 80 00 8f	82 00 48
262	14	6b 00 8c fc 00 80 00 8f	82 00 48
263	14	6b 00 8c fc 00 80 00 8f	82 00 48
264	14	7d 01 4a 00 66 fc 02 b2	84 00 4f
265	14	75 00 a5 fc 02 64 01 ef	73 00 48
266	14	75 00 a5 fc 02 64 01 ef	73 00 48
267	14	75 00 a5 fc 02 64 01 ef	73 00 48
268	14	75 00 a5 fc 02 64 01 ef	73 00 48
269	14	32 00 68 00 64 fc 02 ae	82 00 48
270	14	32 00 68 00 64 fc 02 ae	82 00 48
271	14	32 00 68 00 64 fc 02 ae	82 00 48
272	14	32 00 68 00 64 fc 02 ae	82 00 48
273	14	64 fd 01 88 00 8b 02 48	73 00 27
274	14	98 00 79 00 66 fc 00 98	73 00 48
275	14	64 fd 01 88 00 8b 02 48	73 00 48
276	14	64 fd 01 88 00 8b 02 48	73 00 27
277	14	31 fc 01 b5 02 a0 01 99	73 00 27
278	14	31 fc 01 b5 02 a0 01 99	73 00 27
279	14	31 fc 01 b5 02 a0 01 99	73 00 27
280	14	31 fc 01 b5 02 a0 01 99	73 00 27
281	12	01 b5 02 a0 01 99 01 c2	73 00 27
282	10	02 a0 01 99 01 c2 00 73	73 00 27
283	8	01 99 01 c2 00 73 00 27	73 00 27
284	6	01 c2 00 73 00 27	73 00 27
285	4	00 73 00 27	73 00 27
286	2	00 27	00 27
287	0		
288	0		
289	0		
290	0		
291	0		
292	0		
293	0		
294	0		
295	0		
296	0		
297	0		
298	0		
299	0		
300	0		
301	0		
302	0		
303	0		
304	0		
305	0		
306	0		
307	0		
308	0		
309	0		
310	0		
311	14	fd 02 2e 00 29 fc 02 08	73 00 27
312	14	fd 02 2e 00 29 fc 02 08	73 00 27
313	14	fd 02 2e 00 29 fc 02 08	73 00 27
314	14	07 01 3b 00 66 fc 00 7d	73 00 48
315	14	fd 00 72 00 74 fc 02 8f	69 00 48
316	14	02 4e 00 28 fc 02 25 00	25 00 26
317	14	00 00 fe fd 02 0a 01 cd	69 00 4f
318	14	fe fc 01 16 01 4a 03 32	8b 00 27
319	14	c2 00 65 02 28 fc 00 a5	73 00 4f
320	14	01 a8 00 c3 01 a8 00 67	55 00 28
321	14	fe fc 00 a7 fc 01 ea fc	73 00 4f
322	14	00 7e fc 01 cf fc 02 2c	73 00 48
323	14	fc 02 33 00 66 fc 01 63	73 00 48
324	14	02 8f fc 02 4b 00 64 00	2e 00 27
325	14	02 bc 00 97 02 8f fc 00	9e 00 48
326	14	00 79 00 26 fc 02 25 00	25 00 26
327	14	fc 02 33 00 66 fc 01 63	73 00 48
328	14	01 57 fc 02 4b 00 64 00	2e 00 27
329	14	8e fc fe 06 02 00 01 c5	81 00 73
330	14	8e fc fe 06 02 00 01 c5	81 00 73
331	14	00 7d 00 ae 01 d9 00 81	27 00 4f
332	14	d2 fc 00 82 00 f1 02 0e	73 00 27
333	14	01 34 fc 02 ad 00 d1 fc	73 00 48
334	14	00 8c fc 01 34 fc 02 0e	ce 00 27
335	14	2e 02 48 fc 01 99 00 a5	73 00 48
336	14	2e 02 48 fc 01 99 00 a5	73 00 48
337	14	2e 02 48 fc 01 99 00 a5	73 00 48
338	14	2e 02 48 fc 01 99 00 a5	73 00 48
339	14	01 9b fc 00 ac fc 00 a1	73 00 48
340	14	01 9b fc 00 ac fc 00 a1	73 00 48
341	14	01 9b fc 00 ac fc 00 a1	73 00 48
342	14	01 9b fc 00 ac fc 00 a1	73 00 48
343	14	48 fd 02 64 00 8b 01 99	73 00 48
344	14	48 fd 02 64 00 8b 01 99	73 00 48
345	14	48 fd 01 f9 01 29 02 0c	3b 00 4f
346	14	3e 00 c4 fc 02 54 01 59	47 00 26
347	14	01 79 fc 02 b1 fd 00 92	92 00 4f
348	14	74 fc 00 a9 01 f9 01 99	73 00 48
349	14	fd 00 82 00 71 fc 02 0e	73 00 48
350	14	86 00 74 fd 01 9e 02 48	73 00 48
351	14	28 01 ec fd 01 9e 02 48	73 00 48
352	14	3a 01 25 00 79 fc 02 0e	73 00 48
353	14	00 74 fd 02 4b fc 00 ac	82 00 48
354	14	02 20 02 2e 02 34 02 fc	82 00 28
355	12	02 2e 02 34 02 fc 00 81	82 00 28
356	14	61 02 55 02 21 01 4f fc	c2 00 73
357	12	55 02 21 01 4f fc 00 98	c2 00 73
358	10	21 01 4f fc 00 98 01 c2	c2 00 73
359	8	4f fc 00 98 01 c2 00 73	c2 00 73
360	6	00 98 01 c2 00 73	c2 00 73
361	14	01 fc 00 97 02 9a 01 da	27 00 27
362	12	00 97 02 9a 01 da 01 a0	27 00 27
363	10	02 9a 01 da 01 a0 00 27	27 00 27
364	8	01 da 01 a0 00 27 00 27	27 00 27
365	6	01 a0 00 27 00 27	27 00 27
366	4	00 27 00 27	27 00 27
367	2	00 27	00 27
368	0		
369	0		
370	14	74 fc 02 3e 01 df 02 b1	27 00 27
371	12	02 3e 01 df 02 b1 01 3b	27 00 27
372	14	00 68 00 83 00 7d 00 71	27 00 27
373	12	00 83 00 7d 00 71 01 3b	27 00 27
374	10	00 7d 00 71 01 3b 00 27	27 00 27
375	8	00 71 01 3b 00 27 00 27	27 00 27
376	14	73 00 27 fd 00 92 02 af	af 00 27
377	14	82 01 59 00 66 fc 02 2c	27 00 27
378	14	22 fc 00 65 00 6f 01 1b	27 00 27
379	14	2d 00 79 fc 00 72 02 21	47 00 26
380	14	75 01 c8 01 59 00 98 fc	5a 00 82
381	14	74 fd 01 77 00 8b 00 ef	82 00 27
382	14	75 02 21 01 4f fc 02 37	27 00 27
383	14	79 01 61 fc 00 83 00 b2	27 00 27
384	14	74 fd 02 b7 02 6d 00 80	2e 00 27
385	14	53 00 27 00 27 fc 02 37	27 00 27
386	14	00 97 fc 02 ab 00 7a fc	01 00 27
387	14	46 00 27 fc 00 98 01 9c	73 00 26
388	14	8e fc fe 06 02 00 01 c5	81 00 73
389	12	fe 06 02 00 01 c5 00 8b	81 00 73
390	10	02 00 01 c5 00 8b 00 81	81 00 73
391	14	8e fc fe 06 02 00 01 c5	81 00 73
392	14	8e fc fe 06 02 00 01 c5	81 00 73
393	14	3e 02 17 02 d2 fc 02 0a	82 00 48
394	12	17 02 d2 fc 02 0a 01 4d	82 00 48
395	10	d2 fc 02 0a 01 4d 00 82	82 00 48
396	8	02 0a 01 4d 00 82 00 48	82 00 48
397	14	77 fc 01 ea fc 00 7d 00	65 00 6f
398	14	fc 00 87 fc 00 e3 00 8b	2e 00 27
399	14	00 97 fc 00 87 fc 02 b1	2e 00 27
400	14	00 97 fc 00 87 fc 02 b1	2e 00 27
401	14	00 97 fc 00 87 fc 02 b1	2e 00 27
402	14	00 97 fc 00 87 fc 02 b1	2e 00 27
403	14	77 00 8c 00 88 fc 01 26	82 00 4f
404	14	00 8c fc 02 2c 00 fe fc	69 00 26
405	12	fc 02 2c 00 fe fc 00 a9	69 00 26
406	10	2c 00 fe fc 00 a9 00 69	69 00 26
407	14	02 a5 02 89 01 98 02 26	35 00 7b
408	14	02 fc 00 d5 01 0b 02 87	73 01 b8
409	14	00 75 02 2c 02 02 01 0f	0a 00 98
410	14	02 71 02 1d 02 71 02 1d	19 02 98
411	14	00 db 02 26 02 bd 01 44	18 00 70
412	14	01 20 00 6f 00 8c 01 aa	18 00 be
413	14	07 fc 01 a3 02 22 02 17	42 00 6b
414	14	08 fc 01 ee 01 39 00 a5	b2 01 61
415	0		
416	14	00 fc 00 70 00 f3 02 18	42 00 6b
417	14	01 00 01 fc 01 7c 01 84	71 02 97
418	14	00 f7 00 66 00 f7 02 22	19 02 98
419	14	00 83 00 d2 01 60 00 8b	42 00 6b
420	14	00 00 01 00 04 fc 01 35	71 00 65
421	14	00 6c 02 27 01 99 02 18	53 03 34
422	14	01 ed 02 cf 01 c2 00 65	81 02 99
423	14	fc fc 01 a2 01 84 00 82	81 02 99
424	14	00 fc fc fc 02 69 00 b7	83 00 b2
425	14	fc fc 03 1a 01 16 00 75	bf 01 84
426	14	fc fc 00 b7 02 a4 00 27	a0 00 db
427	14	01 3b 00 27 01 fd 02 23	bb 02 87
428	14	02 54 02 ab 00 7a 01 d7	75 01 0d
429	14	fc fc 01 7c 00 66 00 68	ad 00 d1
430	14	cb 02 58 00 27 fc 00 26	1f 00 7a
431	14	01 83 00 8c 00 9c 02 74	a7 01 81
432	14	02 a5 02 a4 01 23 02 a1	a7 01 81
433	14	00 a2 02 11 00 e3 00 a2	59 02 0e
434	14	01 7c 02 64 00 68 00 8b	42 00 6b
435	14	fc fc 00 cb 02 58 01 a7	68 00 79
436	14	02 26 01 d2 01 84 00 d3	70 00 94
437	14	01 b4 00 d3 00 83 00 68	a5 02 89
438	14	02 03 00 c4 02 03 00 c4	75 00 70
439	14	00 a2 02 26 01 dd 01 8f	94 00 27
440	14	02 87 02 a5 02 89 02 26	cf 02 37
441	14	01 3b 00 27 00 e3 00 a2	59 02 0e
442	14	00 08 00 a2 02 26 00 6c	91 02 27
443	0		
444	0		
445	0		
446	14	02 a4 01 4f 00 e3 00 8b	3b 00 27
447	1	00	00
448	14	00 77 02 21 01 4f 00 e1	27 00 27
449	14	00 83 02 a4 01 4f 01 a0	3b 00 27
450	14	01 b8 02 26 00 70 02 1f	70 00 94
451	0		
452	14	01 3e 00 27 00 a5 00 83	7a 00 27
453	14	02 b1 00 78 01 18 00 be	99 01 7c
454	14	00 27 01 84 02 1f 00 68	21 01 4f
455	14	00 fe 01 8c 02 26 00 6c	91 02 27
456	14	00 98 02 26 00 70 02 1f	70 00 94
457	14	00 74 01 37 00 66 01 26	98 01 3b
458	14	00 70 00 f3 02 18 01 d7	75 01 0d
459	14	00 c7 02 2a 02 22 00 8b	9f 00 c2
460	14	00 c2 02 66 02 ab 01 fb	75 00 70
461	14	02 23 00 6f 02 26 00 6c	91 02 27
462	14	00 84 00 be 00 84 00 be	b2 01 3d
463	14	02 9b 01 60 01 59 02 0e	61 00 68
464	14	01 b4 02 26 00 70 02 1f	70 00 94
465	14	01 a0 00 db 02 59 00 74	8b 01 3b
466	14	00 db 01 a0 00 db 02 c5	75 01 60
467	14	02 20 01 4e 02 26 01 cf	d1 00 e0
468	14	02 26 00 91 02 27 02 22	29 00 26
469	14	01 89 00 91 00 81 02 26	db 02 59
470	14	01 8b 02 26 00 a5 00 83	ca 00 75
471	14	01 dd 02 26 00 70 02 1f	70 00 94
472	14	01 17 00 71 02 26 00 79	bd 01 cf
473	14	02 aa 00 96 02 26 00 6c	91 02 27
474	14	01 3b 00 27 01 72 02 8a	59 02 0e
475	14	02 09 00 68 01 7f 01 4f	37 00 66
476	14	00 68 01 7f 01 4f 02 26	b7 00 bb
477	14	00 84 00 be 01 84 02 1f	a7 01 81
478	14	00 be 00 6f 00 70 02 1f	70 00 94
479	14	01 bb 01 57 01 32 01 f9	4a 01 3b
480	14	00 83 00 b2 00 27 02 21	a0 00 83
481	14	02 9b 02 50 00 08 00 a2	91 02 27
482	14	01 d7 02 93 00 80 01 7a	59 00 68
483	14	02 c0 01 b4 02 26 02 99	70 00 94
484	14	01 b4 02 26 01 59 02 aa	94 01 f9
485	14	01 a2 01 84 00 82 01 dd	70 00 94
486	14	01 f3 00 27 00 77 00 e2	ea 00 26
487	14	01 7f 00 6b 00 d3 00 83	8c 00 88
488	14	02 ab 01 3b 01 7f 00 6b	e7 01 a0
489	14	00 68 01 21 00 8c 02 10	bd 02 2e
490	14	01 a7 02 26 00 70 02 1f	70 00 94
491	14	01 7f 00 6b 02 26 01 cf	d1 00 e0
492	14	02 10 01 3b 00 27 00 91	08 00 a2
493	0		
494	14	01 16 00 75 02 26 01 99	b7 02 2e
495	14	02 81 02 99 02 26 00 6c	91 02 27
496	14	00 74 01 37 00 66 01 26	98 01 3b
497	14	00 88 03 5a 00 70 02 1f	70 00 94
498	4	00 70 00 94	70 00 94
499	2	01 6c	01 6c
500	14	02 14 00 fb 01 b2 01 3d	75 01 60
501	0		
502	14	00 73 00 71 02 26 01 fd	3e 00 99
503	14	00 98 02 19 02 09 01 79	a7 00 eb
504	14	02 54 00 94 00 66 01 dd	70 00 94
505	0		
506	14	02 55 00 6f 02 26 00 6c	91 02 27
507	14	02 5f 01 5e 01 2d 03 46	aa 00 96
508	0		
509	3	00 7d 00	00 7d 00
510	14	02 6a 01 67 02 06 01 59	75 00 7b
511	14	00 94 02 19 02 26 00 6c	91 02 27
512	14	02 19 00 74 02 54 02 48	3b 00 27
513	14	01 7c 01 84 00 82 01 dd	70 00 94
514	14	00 66 00 f7 02 22 01 b4	83 00 68
515	14	02 22 03 0a 03 1e 00 75	18 01 59
516	14	01 8f 01 c0 02 26 00 6c	91 02 27
517	14	01 60 02 19 02 98 01 d7	75 01 0d
518	14	01 3b 00 27 02 15 03 4e	8f 01 c0
519	0		
520	14	00 82 01 59 02 1f 00 8c	99 00 86
521	14	00 a5 00 83 03 16 00 de	3b 02 1d
522	14	00 83 01 be 00 d3 00 83	8c 00 88
